timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu
2026/05/26 13:07:09.846, 3, NVIDIA L40, 0, 0, 0, 46068, 41.16, 300.00, 33
2026/05/26 13:07:14.942, 3, NVIDIA L40, 100, 56, 857, 46068, 297.20, 300.00, 44
2026/05/26 13:07:20.015, 3, NVIDIA L40, 100, 56, 857, 46068, 299.02, 300.00, 48
2026/05/26 13:07:25.107, 3, NVIDIA L40, 100, 56, 857, 46068, 299.82, 300.00, 51
2026/05/26 13:07:30.218, 3, NVIDIA L40, 100, 56, 857, 46068, 299.78, 300.00, 54
2026/05/26 13:07:35.314, 3, NVIDIA L40, 100, 56, 857, 46068, 299.86, 300.00, 56
2026/05/26 13:07:40.384, 3, NVIDIA L40, 100, 55, 857, 46068, 300.48, 300.00, 58
2026/05/26 13:07:45.459, 3, NVIDIA L40, 100, 55, 857, 46068, 299.75, 300.00, 60
2026/05/26 13:07:50.550, 3, NVIDIA L40, 100, 54, 857, 46068, 300.09, 300.00, 62
2026/05/26 13:07:55.619, 3, NVIDIA L40, 100, 54, 857, 46068, 299.59, 300.00, 63
2026/05/26 13:08:00.691, 3, NVIDIA L40, 100, 54, 857, 46068, 299.85, 300.00, 65
2026/05/26 13:08:05.783, 3, NVIDIA L40, 100, 54, 857, 46068, 299.96, 300.00, 66
2026/05/26 13:08:10.874, 3, NVIDIA L40, 100, 53, 857, 46068, 300.11, 300.00, 67
2026/05/26 13:08:15.942, 3, NVIDIA L40, 100, 52, 857, 46068, 299.97, 300.00, 68
2026/05/26 13:08:21.054, 3, NVIDIA L40, 100, 52, 857, 46068, 299.45, 300.00, 68
2026/05/26 13:08:26.147, 3, NVIDIA L40, 100, 52, 857, 46068, 300.04, 300.00, 69
2026/05/26 13:08:31.242, 3, NVIDIA L40, 100, 52, 857, 46068, 299.88, 300.00, 69
2026/05/26 13:08:36.334, 3, NVIDIA L40, 100, 52, 857, 46068, 299.61, 300.00, 70
2026/05/26 13:08:41.447, 3, NVIDIA L40, 100, 52, 857, 46068, 300.36, 300.00, 70
2026/05/26 13:08:46.542, 3, NVIDIA L40, 100, 52, 857, 46068, 300.23, 300.00, 70
2026/05/26 13:08:51.638, 3, NVIDIA L40, 100, 52, 857, 46068, 299.96, 300.00, 71
2026/05/26 13:08:56.731, 3, NVIDIA L40, 100, 52, 857, 46068, 300.61, 300.00, 71
2026/05/26 13:09:01.843, 3, NVIDIA L40, 100, 51, 857, 46068, 300.17, 300.00, 71
2026/05/26 13:09:06.916, 3, NVIDIA L40, 100, 52, 857, 46068, 300.15, 300.00, 71
2026/05/26 13:09:11.989, 3, NVIDIA L40, 100, 52, 857, 46068, 300.11, 300.00, 72
2026/05/26 13:09:17.102, 3, NVIDIA L40, 100, 51, 857, 46068, 299.98, 300.00, 72
2026/05/26 13:09:22.172, 3, NVIDIA L40, 100, 51, 857, 46068, 299.86, 300.00, 72
2026/05/26 13:09:27.248, 3, NVIDIA L40, 100, 51, 857, 46068, 300.17, 300.00, 72
2026/05/26 13:09:32.343, 3, NVIDIA L40, 100, 52, 857, 46068, 300.01, 300.00, 72
2026/05/26 13:09:37.421, 3, NVIDIA L40, 100, 51, 857, 46068, 299.74, 300.00, 72
