timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu
2026/05/26 17:03:48.404, 0, NVIDIA L40S, 0, 0, 0, 46068, 45.31, 350.00, 47
2026/05/26 17:03:53.468, 0, NVIDIA L40S, 0, 0, 1337, 46068, 91.64, 350.00, 47
2026/05/26 17:03:58.528, 0, NVIDIA L40S, 98, 75, 11709, 46068, 307.18, 350.00, 55
2026/05/26 17:04:03.597, 0, NVIDIA L40S, 98, 72, 11709, 46068, 307.33, 350.00, 60
2026/05/26 17:04:08.664, 0, NVIDIA L40S, 98, 75, 11709, 46068, 314.41, 350.00, 62
2026/05/26 17:04:13.752, 0, NVIDIA L40S, 100, 72, 11709, 46068, 316.42, 350.00, 62
2026/05/26 17:04:18.824, 0, NVIDIA L40S, 98, 72, 11709, 46068, 313.93, 350.00, 65
2026/05/26 17:04:23.912, 0, NVIDIA L40S, 98, 73, 11709, 46068, 316.40, 350.00, 65
