timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu
2026/05/26 16:04:54.454, 0, NVIDIA L40S, 0, 0, 0, 46068, 40.28, 350.00, 35
2026/05/26 16:04:59.540, 0, NVIDIA L40S, 0, 0, 1145, 46068, 84.39, 350.00, 36
2026/05/26 16:05:04.600, 0, NVIDIA L40S, 99, 75, 6407, 46068, 302.13, 350.00, 48
2026/05/26 16:05:09.664, 0, NVIDIA L40S, 98, 74, 6407, 46068, 304.13, 350.00, 50
2026/05/26 16:05:14.733, 0, NVIDIA L40S, 99, 75, 6407, 46068, 307.77, 350.00, 54
2026/05/26 16:05:19.817, 0, NVIDIA L40S, 98, 72, 6407, 46068, 301.18, 350.00, 53
2026/05/26 16:05:24.884, 0, NVIDIA L40S, 98, 74, 6407, 46068, 306.31, 350.00, 57
2026/05/26 16:05:29.972, 0, NVIDIA L40S, 99, 73, 6407, 46068, 305.58, 350.00, 59
2026/05/26 16:05:35.037, 0, NVIDIA L40S, 98, 72, 6407, 46068, 306.29, 350.00, 60
2026/05/26 16:05:40.125, 0, NVIDIA L40S, 98, 74, 6407, 46068, 309.42, 350.00, 60
2026/05/26 16:05:45.193, 0, NVIDIA L40S, 98, 74, 6407, 46068, 309.62, 350.00, 62
2026/05/26 16:05:50.276, 0, NVIDIA L40S, 99, 70, 6407, 46068, 319.67, 350.00, 64
2026/05/26 16:05:55.340, 0, NVIDIA L40S, 98, 74, 6407, 46068, 309.44, 350.00, 63
2026/05/26 16:06:00.428, 0, NVIDIA L40S, 99, 72, 6407, 46068, 295.63, 350.00, 66
2026/05/26 16:06:05.497, 0, NVIDIA L40S, 99, 70, 6407, 46068, 300.80, 350.00, 66
2026/05/26 16:06:10.585, 0, NVIDIA L40S, 99, 70, 6407, 46068, 312.57, 350.00, 65
2026/05/26 16:06:15.669, 0, NVIDIA L40S, 98, 72, 6407, 46068, 308.70, 350.00, 67
2026/05/26 16:06:20.757, 0, NVIDIA L40S, 99, 70, 6407, 46068, 310.38, 350.00, 66
2026/05/26 16:06:25.848, 0, NVIDIA L40S, 98, 73, 6407, 46068, 315.03, 350.00, 66
2026/05/26 16:06:30.937, 0, NVIDIA L40S, 99, 73, 6407, 46068, 310.98, 350.00, 68
2026/05/26 16:06:36.026, 0, NVIDIA L40S, 99, 71, 6407, 46068, 317.13, 350.00, 67
2026/05/26 16:06:41.093, 0, NVIDIA L40S, 98, 72, 6407, 46068, 308.40, 350.00, 67
2026/05/26 16:06:46.177, 0, NVIDIA L40S, 99, 70, 6407, 46068, 301.11, 350.00, 68
2026/05/26 16:06:51.265, 0, NVIDIA L40S, 98, 71, 6407, 46068, 320.18, 350.00, 68
2026/05/26 16:06:56.352, 0, NVIDIA L40S, 98, 71, 6407, 46068, 298.04, 350.00, 69
2026/05/26 16:07:01.436, 0, NVIDIA L40S, 98, 73, 6407, 46068, 303.49, 350.00, 66
2026/05/26 16:07:06.520, 0, NVIDIA L40S, 99, 72, 6407, 46068, 309.91, 350.00, 68
2026/05/26 16:07:11.588, 0, NVIDIA L40S, 98, 71, 6407, 46068, 299.17, 350.00, 66
2026/05/26 16:07:16.676, 0, NVIDIA L40S, 99, 74, 6407, 46068, 303.21, 350.00, 67
2026/05/26 16:07:21.742, 0, NVIDIA L40S, 98, 71, 6407, 46068, 294.99, 350.00, 69
2026/05/26 16:07:26.828, 0, NVIDIA L40S, 99, 73, 6407, 46068, 308.60, 350.00, 67
2026/05/26 16:07:31.916, 0, NVIDIA L40S, 99, 72, 6407, 46068, 310.54, 350.00, 68
2026/05/26 16:07:36.984, 0, NVIDIA L40S, 98, 72, 6407, 46068, 315.40, 350.00, 68
2026/05/26 16:07:42.068, 0, NVIDIA L40S, 99, 73, 6407, 46068, 306.43, 350.00, 67
2026/05/26 16:07:47.134, 0, NVIDIA L40S, 98, 71, 6407, 46068, 294.37, 350.00, 69
2026/05/26 16:07:52.201, 0, NVIDIA L40S, 98, 72, 6407, 46068, 314.34, 350.00, 67
2026/05/26 16:07:57.269, 0, NVIDIA L40S, 99, 73, 6407, 46068, 311.42, 350.00, 68
2026/05/26 16:08:02.357, 0, NVIDIA L40S, 99, 74, 6407, 46068, 317.60, 350.00, 68
2026/05/26 16:08:07.441, 0, NVIDIA L40S, 98, 71, 6407, 46068, 295.27, 350.00, 69
2026/05/26 16:08:12.506, 0, NVIDIA L40S, 98, 73, 6407, 46068, 306.60, 350.00, 66
2026/05/26 16:08:17.574, 0, NVIDIA L40S, 99, 72, 6407, 46068, 315.88, 350.00, 67
2026/05/26 16:08:22.642, 0, NVIDIA L40S, 99, 70, 6407, 46068, 306.77, 350.00, 67
2026/05/26 16:08:27.709, 0, NVIDIA L40S, 98, 72, 6407, 46068, 311.99, 350.00, 68
2026/05/26 16:08:32.777, 0, NVIDIA L40S, 99, 70, 6407, 46068, 306.85, 350.00, 66
2026/05/26 16:08:37.861, 0, NVIDIA L40S, 99, 74, 6407, 46068, 318.09, 350.00, 68
2026/05/26 16:08:42.946, 0, NVIDIA L40S, 99, 71, 6407, 46068, 300.56, 350.00, 68
2026/05/26 16:08:48.014, 0, NVIDIA L40S, 99, 70, 6407, 46068, 312.66, 350.00, 66
2026/05/26 16:08:53.101, 0, NVIDIA L40S, 98, 74, 6407, 46068, 318.12, 350.00, 67
2026/05/26 16:08:58.165, 0, NVIDIA L40S, 99, 72, 6407, 46068, 314.00, 350.00, 67
2026/05/26 16:09:03.230, 0, NVIDIA L40S, 99, 70, 6407, 46068, 303.21, 350.00, 67
2026/05/26 16:09:08.317, 0, NVIDIA L40S, 98, 74, 6407, 46068, 315.35, 350.00, 66
2026/05/26 16:09:13.405, 0, NVIDIA L40S, 99, 73, 6407, 46068, 312.60, 350.00, 68
2026/05/26 16:09:18.493, 0, NVIDIA L40S, 98, 74, 6407, 46068, 304.89, 350.00, 66
2026/05/26 16:09:23.561, 0, NVIDIA L40S, 99, 71, 6407, 46068, 303.62, 350.00, 68
