timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu
2026/05/26 13:17:07.322, 0, NVIDIA L40, 0, 0, 0, 46068, 45.35, 300.00, 30
2026/05/26 13:17:07.325, 1, NVIDIA L40, 0, 0, 0, 46068, 41.29, 300.00, 30
2026/05/26 13:17:12.406, 0, NVIDIA L40, 100, 61, 857, 46068, 178.84, 300.00, 41
2026/05/26 13:17:12.411, 1, NVIDIA L40, 100, 62, 857, 46068, 195.13, 300.00, 40
2026/05/26 13:17:17.488, 0, NVIDIA L40, 100, 58, 857, 46068, 299.96, 300.00, 46
2026/05/26 13:17:17.492, 1, NVIDIA L40, 100, 61, 857, 46068, 300.23, 300.00, 45
2026/05/26 13:17:22.568, 0, NVIDIA L40, 100, 58, 857, 46068, 300.29, 300.00, 48
2026/05/26 13:17:22.572, 1, NVIDIA L40, 100, 60, 857, 46068, 300.16, 300.00, 48
2026/05/26 13:17:27.662, 0, NVIDIA L40, 100, 57, 857, 46068, 299.60, 300.00, 50
2026/05/26 13:17:27.666, 1, NVIDIA L40, 100, 59, 857, 46068, 300.08, 300.00, 50
2026/05/26 13:17:32.740, 0, NVIDIA L40, 100, 56, 857, 46068, 299.92, 300.00, 53
2026/05/26 13:17:32.744, 1, NVIDIA L40, 100, 58, 857, 46068, 299.91, 300.00, 52
2026/05/26 13:17:37.815, 0, NVIDIA L40, 100, 56, 857, 46068, 299.88, 300.00, 55
2026/05/26 13:17:37.819, 1, NVIDIA L40, 100, 58, 857, 46068, 299.77, 300.00, 54
2026/05/26 13:17:42.891, 0, NVIDIA L40, 100, 56, 857, 46068, 299.73, 300.00, 56
2026/05/26 13:17:42.895, 1, NVIDIA L40, 100, 57, 857, 46068, 299.72, 300.00, 56
2026/05/26 13:17:47.967, 0, NVIDIA L40, 100, 56, 857, 46068, 300.67, 300.00, 58
2026/05/26 13:17:47.971, 1, NVIDIA L40, 100, 57, 857, 46068, 299.66, 300.00, 58
