timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu
2026/05/26 13:38:50.268, 0, NVIDIA L40, 0, 0, 0, 46068, 58.25, 300.00, 33
2026/05/26 13:38:50.271, 1, NVIDIA L40, 0, 0, 0, 46068, 50.89, 300.00, 32
2026/05/26 13:38:55.349, 0, NVIDIA L40, 100, 61, 857, 46068, 114.82, 300.00, 43
2026/05/26 13:38:55.354, 1, NVIDIA L40, 100, 62, 857, 46068, 119.93, 300.00, 42
2026/05/26 13:39:00.422, 0, NVIDIA L40, 100, 59, 857, 46068, 300.78, 300.00, 48
2026/05/26 13:39:00.426, 1, NVIDIA L40, 100, 61, 857, 46068, 300.58, 300.00, 47
2026/05/26 13:39:05.498, 0, NVIDIA L40, 100, 58, 857, 46068, 300.09, 300.00, 50
2026/05/26 13:39:05.502, 1, NVIDIA L40, 100, 59, 857, 46068, 300.12, 300.00, 50
2026/05/26 13:39:10.574, 0, NVIDIA L40, 100, 57, 857, 46068, 299.98, 300.00, 53
2026/05/26 13:39:10.578, 1, NVIDIA L40, 100, 59, 857, 46068, 299.48, 300.00, 52
2026/05/26 13:39:15.650, 0, NVIDIA L40, 100, 56, 857, 46068, 299.57, 300.00, 55
2026/05/26 13:39:15.654, 1, NVIDIA L40, 100, 58, 857, 46068, 299.64, 300.00, 54
2026/05/26 13:39:20.726, 0, NVIDIA L40, 100, 56, 857, 46068, 299.24, 300.00, 57
2026/05/26 13:39:20.730, 1, NVIDIA L40, 100, 57, 857, 46068, 299.82, 300.00, 56
2026/05/26 13:39:25.802, 0, NVIDIA L40, 100, 55, 857, 46068, 299.22, 300.00, 59
2026/05/26 13:39:25.806, 1, NVIDIA L40, 100, 57, 857, 46068, 299.78, 300.00, 58
2026/05/26 13:39:30.878, 0, NVIDIA L40, 100, 55, 857, 46068, 299.94, 300.00, 61
2026/05/26 13:39:30.882, 1, NVIDIA L40, 100, 57, 857, 46068, 299.85, 300.00, 60
2026/05/26 13:39:35.954, 0, NVIDIA L40, 100, 54, 857, 46068, 300.16, 300.00, 62
2026/05/26 13:39:35.958, 1, NVIDIA L40, 100, 56, 857, 46068, 299.95, 300.00, 62
2026/05/26 13:39:41.030, 0, NVIDIA L40, 100, 54, 857, 46068, 300.43, 300.00, 64
2026/05/26 13:39:41.034, 1, NVIDIA L40, 100, 56, 857, 46068, 299.90, 300.00, 63
2026/05/26 13:39:46.106, 0, NVIDIA L40, 100, 54, 857, 46068, 300.96, 300.00, 65
2026/05/26 13:39:46.110, 1, NVIDIA L40, 100, 56, 857, 46068, 299.97, 300.00, 65
2026/05/26 13:39:51.182, 0, NVIDIA L40, 100, 53, 857, 46068, 300.17, 300.00, 66
2026/05/26 13:39:51.186, 1, NVIDIA L40, 100, 56, 857, 46068, 299.98, 300.00, 66
2026/05/26 13:39:56.258, 0, NVIDIA L40, 100, 53, 857, 46068, 300.08, 300.00, 67
2026/05/26 13:39:56.262, 1, NVIDIA L40, 100, 55, 857, 46068, 299.28, 300.00, 67
2026/05/26 13:40:01.334, 0, NVIDIA L40, 100, 52, 857, 46068, 299.82, 300.00, 68
2026/05/26 13:40:01.338, 1, NVIDIA L40, 100, 55, 857, 46068, 300.82, 300.00, 68
2026/05/26 13:40:06.410, 0, NVIDIA L40, 100, 52, 857, 46068, 299.98, 300.00, 68
2026/05/26 13:40:06.415, 1, NVIDIA L40, 100, 55, 857, 46068, 300.55, 300.00, 68
2026/05/26 13:40:11.486, 0, NVIDIA L40, 100, 52, 857, 46068, 299.70, 300.00, 69
2026/05/26 13:40:11.490, 1, NVIDIA L40, 100, 54, 857, 46068, 299.49, 300.00, 69
2026/05/26 13:40:16.562, 0, NVIDIA L40, 100, 52, 857, 46068, 299.50, 300.00, 69
2026/05/26 13:40:16.566, 1, NVIDIA L40, 100, 55, 857, 46068, 299.53, 300.00, 69
2026/05/26 13:40:21.638, 0, NVIDIA L40, 100, 52, 857, 46068, 299.48, 300.00, 69
2026/05/26 13:40:21.642, 1, NVIDIA L40, 100, 55, 857, 46068, 299.94, 300.00, 69
2026/05/26 13:40:26.714, 0, NVIDIA L40, 100, 52, 857, 46068, 299.61, 300.00, 70
2026/05/26 13:40:26.718, 1, NVIDIA L40, 100, 54, 857, 46068, 299.76, 300.00, 70
2026/05/26 13:40:31.790, 0, NVIDIA L40, 100, 52, 857, 46068, 299.04, 300.00, 70
2026/05/26 13:40:31.794, 1, NVIDIA L40, 100, 54, 857, 46068, 299.70, 300.00, 70
2026/05/26 13:40:36.866, 0, NVIDIA L40, 100, 51, 857, 46068, 299.40, 300.00, 70
2026/05/26 13:40:36.870, 1, NVIDIA L40, 100, 54, 857, 46068, 299.68, 300.00, 70
2026/05/26 13:40:41.942, 0, NVIDIA L40, 100, 52, 857, 46068, 300.46, 300.00, 70
2026/05/26 13:40:41.946, 1, NVIDIA L40, 100, 54, 857, 46068, 299.93, 300.00, 71
2026/05/26 13:40:47.037, 0, NVIDIA L40, 100, 52, 857, 46068, 299.78, 300.00, 71
2026/05/26 13:40:47.041, 1, NVIDIA L40, 100, 54, 857, 46068, 299.72, 300.00, 71
2026/05/26 13:40:52.110, 0, NVIDIA L40, 100, 52, 857, 46068, 299.79, 300.00, 71
2026/05/26 13:40:52.114, 1, NVIDIA L40, 100, 54, 857, 46068, 299.77, 300.00, 71
2026/05/26 13:40:57.186, 0, NVIDIA L40, 100, 52, 857, 46068, 300.43, 300.00, 71
2026/05/26 13:40:57.190, 1, NVIDIA L40, 100, 53, 857, 46068, 299.60, 300.00, 71
2026/05/26 13:41:02.262, 0, NVIDIA L40, 100, 51, 857, 46068, 300.23, 300.00, 71
2026/05/26 13:41:02.266, 1, NVIDIA L40, 100, 54, 857, 46068, 299.74, 300.00, 71
2026/05/26 13:41:07.338, 0, NVIDIA L40, 100, 52, 857, 46068, 299.82, 300.00, 71
2026/05/26 13:41:07.342, 1, NVIDIA L40, 100, 54, 857, 46068, 300.08, 300.00, 72
2026/05/26 13:41:12.414, 0, NVIDIA L40, 100, 51, 857, 46068, 299.87, 300.00, 71
2026/05/26 13:41:12.418, 1, NVIDIA L40, 100, 54, 857, 46068, 299.83, 300.00, 72
2026/05/26 13:41:17.490, 0, NVIDIA L40, 100, 51, 857, 46068, 299.89, 300.00, 71
2026/05/26 13:41:17.494, 1, NVIDIA L40, 100, 54, 857, 46068, 299.76, 300.00, 72
2026/05/26 13:41:22.566, 0, NVIDIA L40, 100, 51, 857, 46068, 299.98, 300.00, 71
2026/05/26 13:41:22.570, 1, NVIDIA L40, 100, 54, 857, 46068, 299.91, 300.00, 72
2026/05/26 13:41:27.642, 0, NVIDIA L40, 100, 51, 857, 46068, 300.24, 300.00, 71
2026/05/26 13:41:27.646, 1, NVIDIA L40, 100, 54, 857, 46068, 299.83, 300.00, 72
2026/05/26 13:41:32.718, 0, NVIDIA L40, 100, 51, 857, 46068, 300.03, 300.00, 71
2026/05/26 13:41:32.722, 1, NVIDIA L40, 100, 54, 857, 46068, 299.94, 300.00, 72
2026/05/26 13:41:37.794, 0, NVIDIA L40, 100, 51, 857, 46068, 299.98, 300.00, 71
2026/05/26 13:41:37.798, 1, NVIDIA L40, 100, 54, 857, 46068, 299.76, 300.00, 72
2026/05/26 13:41:42.870, 0, NVIDIA L40, 100, 52, 857, 46068, 299.96, 300.00, 71
2026/05/26 13:41:42.874, 1, NVIDIA L40, 100, 54, 857, 46068, 299.96, 300.00, 71
2026/05/26 13:41:47.946, 0, NVIDIA L40, 100, 51, 857, 46068, 300.15, 300.00, 71
2026/05/26 13:41:47.950, 1, NVIDIA L40, 100, 54, 857, 46068, 299.65, 300.00, 71
2026/05/26 13:41:53.060, 0, NVIDIA L40, 100, 51, 857, 46068, 299.80, 300.00, 71
2026/05/26 13:41:53.064, 1, NVIDIA L40, 100, 54, 857, 46068, 299.62, 300.00, 71
2026/05/26 13:41:58.134, 0, NVIDIA L40, 100, 52, 857, 46068, 299.72, 300.00, 71
2026/05/26 13:41:58.138, 1, NVIDIA L40, 100, 54, 857, 46068, 299.86, 300.00, 71
2026/05/26 13:42:03.210, 0, NVIDIA L40, 100, 51, 857, 46068, 299.65, 300.00, 71
2026/05/26 13:42:03.214, 1, NVIDIA L40, 100, 54, 857, 46068, 299.70, 300.00, 71
2026/05/26 13:42:08.305, 0, NVIDIA L40, 100, 51, 857, 46068, 299.98, 300.00, 71
2026/05/26 13:42:08.309, 1, NVIDIA L40, 100, 53, 857, 46068, 299.80, 300.00, 71
2026/05/26 13:42:13.382, 0, NVIDIA L40, 100, 51, 857, 46068, 299.70, 300.00, 71
2026/05/26 13:42:13.386, 1, NVIDIA L40, 100, 54, 857, 46068, 299.67, 300.00, 71
2026/05/26 13:42:18.458, 0, NVIDIA L40, 100, 51, 857, 46068, 299.96, 300.00, 71
2026/05/26 13:42:18.462, 1, NVIDIA L40, 100, 54, 857, 46068, 299.71, 300.00, 71
2026/05/26 13:42:23.534, 0, NVIDIA L40, 100, 51, 857, 46068, 299.65, 300.00, 71
2026/05/26 13:42:23.538, 1, NVIDIA L40, 100, 54, 857, 46068, 299.56, 300.00, 71
2026/05/26 13:42:28.610, 0, NVIDIA L40, 100, 52, 857, 46068, 300.13, 300.00, 71
2026/05/26 13:42:28.614, 1, NVIDIA L40, 100, 54, 857, 46068, 299.49, 300.00, 71
2026/05/26 13:42:33.686, 0, NVIDIA L40, 100, 52, 857, 46068, 299.94, 300.00, 71
2026/05/26 13:42:33.690, 1, NVIDIA L40, 100, 54, 857, 46068, 299.84, 300.00, 71
2026/05/26 13:42:38.762, 0, NVIDIA L40, 100, 51, 857, 46068, 300.05, 300.00, 71
2026/05/26 13:42:38.766, 1, NVIDIA L40, 100, 54, 857, 46068, 299.59, 300.00, 71
2026/05/26 13:42:43.838, 0, NVIDIA L40, 100, 51, 857, 46068, 299.91, 300.00, 71
2026/05/26 13:42:43.842, 1, NVIDIA L40, 100, 53, 857, 46068, 299.80, 300.00, 71
2026/05/26 13:42:48.914, 0, NVIDIA L40, 100, 52, 857, 46068, 300.29, 300.00, 71
2026/05/26 13:42:48.918, 1, NVIDIA L40, 100, 54, 857, 46068, 299.54, 300.00, 71
2026/05/26 13:42:53.990, 0, NVIDIA L40, 100, 52, 857, 46068, 299.87, 300.00, 71
2026/05/26 13:42:53.994, 1, NVIDIA L40, 100, 54, 857, 46068, 299.78, 300.00, 71
2026/05/26 13:42:59.066, 0, NVIDIA L40, 100, 52, 857, 46068, 300.11, 300.00, 71
2026/05/26 13:42:59.070, 1, NVIDIA L40, 100, 54, 857, 46068, 300.19, 300.00, 71
2026/05/26 13:43:04.142, 0, NVIDIA L40, 100, 52, 857, 46068, 300.00, 300.00, 71
2026/05/26 13:43:04.146, 1, NVIDIA L40, 100, 54, 857, 46068, 299.48, 300.00, 71
2026/05/26 13:43:09.218, 0, NVIDIA L40, 100, 52, 857, 46068, 300.22, 300.00, 71
2026/05/26 13:43:09.222, 1, NVIDIA L40, 100, 54, 857, 46068, 299.65, 300.00, 71
2026/05/26 13:43:14.294, 0, NVIDIA L40, 100, 51, 857, 46068, 299.79, 300.00, 71
2026/05/26 13:43:14.298, 1, NVIDIA L40, 100, 54, 857, 46068, 299.88, 300.00, 71
2026/05/26 13:43:19.370, 0, NVIDIA L40, 100, 51, 857, 46068, 299.88, 300.00, 71
