timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu
2026/05/26 17:02:32.217, 3, NVIDIA A100-PCIE-40GB, 0, 0, 0, 40960, 54.12, 250.00, 40
2026/05/26 17:02:37.293, 3, NVIDIA A100-PCIE-40GB, 0, 0, 4, 40960, 45.30, 250.00, 39
2026/05/26 17:02:42.379, 3, NVIDIA A100-PCIE-40GB, 0, 0, 1327, 40960, 47.73, 250.00, 39
2026/05/26 17:02:47.478, 3, NVIDIA A100-PCIE-40GB, 0, 0, 1329, 40960, 46.96, 250.00, 39
2026/05/26 17:02:52.586, 3, NVIDIA A100-PCIE-40GB, 99, 56, 11707, 40960, 244.71, 250.00, 49
2026/05/26 17:02:57.676, 3, NVIDIA A100-PCIE-40GB, 99, 54, 11707, 40960, 227.07, 250.00, 52
2026/05/26 17:03:02.777, 3, NVIDIA A100-PCIE-40GB, 99, 56, 11707, 40960, 244.74, 250.00, 54
2026/05/26 17:03:07.901, 3, NVIDIA A100-PCIE-40GB, 97, 55, 11707, 40960, 236.82, 250.00, 56
2026/05/26 17:03:13.013, 3, NVIDIA A100-PCIE-40GB, 98, 55, 11707, 40960, 278.06, 250.00, 58
