timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], power.limit [W], temperature.gpu
2026/05/26 15:05:28.818, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 20.60, 200.00, 31
2026/05/26 15:05:33.903, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 20.55, 200.00, 31
2026/05/26 15:05:38.983, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.39, 200.00, 30
2026/05/26 15:05:44.062, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.28, 200.00, 30
2026/05/26 15:05:49.142, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.50, 200.00, 30
2026/05/26 15:05:54.222, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.36, 200.00, 30
2026/05/26 15:05:59.300, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.48, 200.00, 30
2026/05/26 15:06:04.379, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.36, 200.00, 30
2026/05/26 15:06:09.467, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.32, 200.00, 30
2026/05/26 15:06:14.547, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.41, 200.00, 30
2026/05/26 15:06:19.627, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.42, 200.00, 30
2026/05/26 15:06:24.706, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.40, 200.00, 30
2026/05/26 15:06:29.783, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.37, 200.00, 30
2026/05/26 15:06:34.859, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.24, 200.00, 30
2026/05/26 15:06:39.942, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.27, 200.00, 30
2026/05/26 15:06:45.023, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.33, 200.00, 30
2026/05/26 15:06:50.102, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.53, 200.00, 30
2026/05/26 15:06:55.190, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.41, 200.00, 30
2026/05/26 15:07:00.266, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.36, 200.00, 30
2026/05/26 15:07:05.351, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.49, 200.00, 30
2026/05/26 15:07:10.432, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.47, 200.00, 30
2026/05/26 15:07:15.512, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.46, 200.00, 30
2026/05/26 15:07:20.609, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.52, 200.00, 30
2026/05/26 15:07:25.708, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.80, 200.00, 30
2026/05/26 15:07:30.788, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.51, 200.00, 30
2026/05/26 15:07:35.866, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.57, 200.00, 30
2026/05/26 15:07:40.943, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.62, 200.00, 30
2026/05/26 15:07:46.023, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.61, 200.00, 30
2026/05/26 15:07:51.119, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.98, 200.00, 30
2026/05/26 15:07:56.198, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.76, 200.00, 30
2026/05/26 15:08:01.276, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.54, 200.00, 30
2026/05/26 15:08:06.356, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.73, 200.00, 30
2026/05/26 15:08:11.435, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.97, 200.00, 30
2026/05/26 15:08:16.513, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.68, 200.00, 30
2026/05/26 15:08:22.355, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.66, 200.00, 30
2026/05/26 15:08:27.435, 2, NVIDIA RTX A4500, 0, 0, 1, 20470, 16.65, 200.00, 30
